cite_key,entry_type,bib_title,bib_date,doi,format_valid,resolves,status_code,crossref_title,crossref_year,title_similarity,year_match,error,suggested_doi,suggested_title,suggested_year,suggestion_score,isbn,isbn_confirmed,isbn_ol_found,isbn_gb_found,isbn_found_title,isbn_found_year,isbn_title_match,isbn_found_doi
Seeger2006-hv,ARTICLE,Best practices in crisis communication: An expert panel process,2006-08,10.1080/00909880600769944,True,True,200,Best Practices in Crisis Communication: An Expert Panel Process,2006,1.0,yes,,,,,,,,,,,,,
Hetherington2003-oq,ARTICLE,Anatomy of a rally effect: George W. bush and the war on terrorism,2003-01,10.1017/s1049096503001665,True,True,200,Anatomy of a Rally Effect: George W. Bush and the War on Terrorism,2003,1.0,yes,,,,,,,,,,,,,
Duch2008-zu,BOOK,The economic vote: How political and economic institutions condition election results. Political economy of institutions and decisions,2008-03-31,10.1017/cbo9780511755934,True,True,200,The Economic Vote,2008,0.23,yes,,,,,,,,,,,,,
Luhrmann2020-fv,ARTICLE,Autocratization by decree: States of emergency and democratic decline,2020,10.2139/ssrn.3582527,True,True,200,Autocratization by Decree: States of Emergency and Democratic Decline,2020,1.0,yes,,,,,,,,,,,,,
Gehlbach2015-us,ARTICLE,Electoral manipulation as bureaucratic control: Electoral manipulation as bureaucratic control,2015-01,10.1111/ajps.12122,True,True,200,Electoral Manipulation as Bureaucratic Control,2015,0.66,yes,,,,,,,,,,,,,
Anderson2007-rf,ARTICLE,The end of economic voting? Contingency dilemmas and the limits of democratic accountability,2007-06-01,10.1146/annurev.polisci.10.050806.155344,True,True,200,The End of Economic Voting? Contingency Dilemmas and the Limits of Democratic Accountability,2007,1.0,yes,,,,,,,,,,,,,
Wang2021-ck,ARTICLE,COVID-19 and the anatomy of the rally effect in Taiwan,2021-06-01,10.1525/as.2021.61.3.388,True,True,200,COVID-19 and the Anatomy of the Rally Effect in Taiwan,2021,1.0,yes,,,,,,,,,,,,,
Mueller1970-kf,ARTICLE,Presidential popularity from Truman to Johnson,1970-03,10.2307/1955610,True,True,200,Presidential Popularity from Truman to Johnson,1970,1.0,yes,,,,,,,,,,,,,
Lewis-Beck2000-do,ARTICLE,Economic determinants of electoral outcomes,2000-06,10.1146/annurev.polisci.3.1.183,True,True,200,Economic Determinants of Electoral Outcomes,2000,1.0,yes,,,,,,,,,,,,,
Geddes1999-ip,ARTICLE,What do we know about democratization after twenty years?,1999-06,10.1146/annurev.polisci.2.1.115,True,True,200,What Do We Know About Democratization After Twenty Years?,1999,1.0,yes,,,,,,,,,,,,,
Dalton2005-su,ARTICLE,Authority orientations and democratic attitudes: A test of the ‘Asian values’ hypothesis,2005-08,10.1017/s1468109905001842,True,True,200,Authority Orientations and Democratic Attitudes: A Test of the ‘Asian Values’ Hypothesis,2005,1.0,yes,,,,,,,,,,,,,
Baum2002-tc,ARTICLE,The constituent foundations of the rally-round-the-flag phenomenon,2002-06,10.1111/1468-2478.00232,True,True,200,The Constituent Foundations of the Rally-Round-the-Flag Phenomenon,2002,1.0,yes,,,,,,,,,,,,,
Bol2021-yz,ARTICLE,The effect of COVID‐19 lockdowns on political support: Some good news for democracy?,2021-05,10.1111/1475-6765.12401,True,True,200,The effect of COVID‐19 lockdowns on political support: Some good news for democracy?,2021,1.0,yes,,,,,,,,,,,,,
Stockmann2012-xq,BOOK,"Communication, society and politics: Media commercialization and authoritarian rule in China",2012-12-17,10.1017/cbo9781139087742,True,True,200,Media Commercialization and Authoritarian Rule in China,2012,0.76,yes,,,,,,,,,,,,,
Lupia1994-jp,ARTICLE,Shortcuts versus encyclopedias: Information and voting behavior in California insurance reform elections,1994-03,10.2307/2944882,True,True,200,Shortcuts Versus Encyclopedias: Information and Voting Behavior in California Insurance Reform Elections,1994,1.0,yes,,,,,,,,,,,,,
Lohani2020-lo,ARTICLE,Rapidly accelerating deforestation in Cambodia’s Mekong River basin: A comparative analysis of spatial patterns and drivers,2020-08-04,10.3390/w12082191,True,True,200,Rapidly Accelerating Deforestation in Cambodia’s Mekong River Basin: A Comparative Analysis of Spatial Patterns and Drivers,2020,1.0,yes,,,,,,,,,,,,,
Simpser2013-pf,BOOK,"Political economy of institutions and decisions: Why governments and parties manipulate elections: Theory, practice, and implications: Theory, practice, and implications",2013-03-18,10.1017/cbo9781139343824,True,True,200,Why Governments and Parties Manipulate Elections,2013,0.46,yes,,,,,,,,,,,,,
Mawdsley2022-ez,ARTICLE,Rethinking d/development,2022-02,10.1177/03091325211053115,True,True,200,Rethinking d/Development,2022,1.0,yes,,,,,,,,,,,,,
Bratton2012-cc,ARTICLE,Citizen perceptions of local government responsiveness in sub-Saharan Africa,2012-03,10.1016/j.worlddev.2011.07.003,True,True,200,Citizen Perceptions of Local Government Responsiveness in Sub-Saharan Africa,2012,1.0,yes,,,,,,,,,,,,,
Charmaz2014-lz,ARTICLE,Grounded theory in global perspective: Reviews by international researchers,2014-11,10.1177/1077800414545235,True,True,200,Grounded Theory in Global Perspective,2014,0.67,yes,,,,,,,,,,,,,
Meesuwan2025-qq,ARTICLE,The association between delegative democratic attitudes and perceptions of China in Thailand from the Asian Barometer Survey,2025,10.1016/j.ssaho.2025.101680,True,True,200,The association between delegative democratic attitudes and perceptions of China in Thailand from the Asian Barometer Survey,2025,1.0,yes,,,,,,,,,,,,,
Chheang2021-td,ARTICLE,Cambodia in 2020: Regime legitimacy tested,2021,10.1355/aa21-1e,True,True,200,Cambodia in 2020: Regime Legitimacy Tested,2021,1.0,yes,,,,,,,,,,,,,
Thayer2011-te,BOOK,Political legitimacy in Asia: New leadership challenges,2011-11-09,10.1057/9781137001474,True,True,200,Political Legitimacy in Asia,2011,0.68,yes,,,,,,,,,,,,,
VanderWeele2017-jh,ARTICLE,Sensitivity analysis in observational research: Introducing the E-value,2017-08-15,10.7326/M16-2607,True,True,200,Sensitivity Analysis in Observational Research: Introducing the E-Value,2017,1.0,yes,,,,,,,,,,,,,
McCargo2019-rx,ARTICLE,Southeast Asia's troubling elections: Democratic demolition in Thailand,2019,10.1353/jod.2019.0056,True,True,200,Southeast Asia's Troubling Elections: Democratic Demolition in Thailand,2019,1.0,yes,,,,,,,,,,,,,
Dinesen2013-fw,ARTICLE,The effect of terror on institutional trust: New evidence from the 3/11 Madrid terrorist attack: Effect of terror on institutional trust,2013-12,10.1111/pops.12025,True,True,200,The Effect of Terror on Institutional Trust: New Evidence from the 3/11 <scp>M</scp>adrid Terrorist Attack,2013,0.8,yes,,,,,,,,,,,,,
Freedom-House2025-gx,BOOK,Freedom in the world 2022: The annual survey of political rights and civil liberties,2025-06-19,10.5040/9798216424611,True,True,200,Freedom in the World 2022,2023,0.46,no,,,,,,,,,,,,,
Guriev2019-xj,ARTICLE,Informational autocrats,2019-11-01,10.1257/jep.33.4.100,True,True,200,Informational Autocrats,2019,1.0,yes,,,,,,,,,,,,,
Rozenas2019-ss,ARTICLE,How autocrats manipulate economic news: Evidence from Russia’s state-controlled television,2019-07,10.1086/703208,True,True,200,How Autocrats Manipulate Economic News: Evidence from Russia’s State-Controlled Television,2019,1.0,yes,,,,,,,,,,,,,
Petty1986-np,INBOOK,The elaboration likelihood model of persuasion,1986,10.1016/s0065-2601(08)60214-2,True,True,200,The Elaboration Likelihood Model of Persuasion,1986,1.0,yes,,,,,,,,,,,,,
van-Buuren2011-yb,ARTICLE,mice: Multivariate Imputation by Chained Equations inR,2011,10.18637/jss.v045.i03,True,True,200,<b>mice</b>: Multivariate Imputation by Chained Equations in<i>R</i>,2011,0.96,yes,,,,,,,,,,,,,
Hegewald2024-ii,ARTICLE,Who rallies around the flag? Evidence from panel data during the Covid-19 pandemic,2024-01-02,10.1080/17457289.2022.2120886,True,True,200,Who rallies around the flag? Evidence from panel data during the Covid-19 pandemic,2024,1.0,yes,,,,,,,,,,,,,
Heath2005-jp,ARTICLE,The globalization of public opinion research,2005-06-15,10.1146/annurev.polisci.8.090203.103000,True,True,200,THE GLOBALIZATION OF PUBLIC OPINION RESEARCH,2005,1.0,yes,,,,,,,,,,,,,
Guriev2020-cu,ARTICLE,A theory of informational autocracy,2020-06,10.1016/j.jpubeco.2020.104158,True,True,200,A theory of informational autocracy,2020,1.0,yes,,,,,,,,,,,,,
Gilley2003-fj,ARTICLE,The limits of authoritarian resilience,2003-01,10.1353/jod.2003.0008,True,True,200,China's Changing of the Guard: The Limits of Authoritarian Resilience,2003,0.72,yes,,,,,,,,,,,,,
Pernia2022-gh,ARTICLE,Authoritarian values and institutional trust: Theoretical considerations and evidence from the Philippines,2022-06,10.1177/2057891121992118,True,True,200,Authoritarian values and institutional trust: Theoretical considerations and evidence from the Philippines,2022,1.0,yes,,,,,,,,,,,,,
Zhao2017-yw,ARTICLE,Les déterminants de la confiance du public dans le gouvernement : données empiriques en provenance de la Chine urbaine,2017-06-12,10.3917/risa.832.0365,True,True,200,Les déterminants de la confiance du public dans le gouvernement : données empiriques en provenance de la Chine urbaine,2017,0.99,yes,,,,,,,,,,,,,
Ma2014-jj,ARTICLE,Authoritarian orientations and political trust in east Asian societies,2014-12,10.1007/s12140-014-9217-z,True,True,200,Authoritarian Orientations and Political Trust in East Asian Societies,2014,1.0,yes,,,,,,,,,,,,,
Wong2011-zv,ARTICLE,The bases of political trust in six Asian societies: Institutional and cultural explanations compared,2011-06,10.1177/0192512110378657,True,True,200,The bases of political trust in six Asian societies: Institutional and cultural explanations compared,2011,1.0,yes,,,,,,,,,,,,,
Baniamin2025-rx,ARTICLE,Institutional trust and its connection with governance quality and performance: Understanding the East and Southeast Asian paradox,2025-03-13,10.1177/20578911251326142,True,True,200,Institutional trust and its connection with governance quality and performance: Understanding the East and Southeast Asian paradox,2025,1.0,yes,,,,,,,,,,,,,
Miller1990-qm,ARTICLE,"Political parties and confidence in government: A comparison of Norway, Sweden and the United States",1990-07,10.1017/s0007123400005883,True,True,200,"Political Parties and Confidence in Government: A Comparison of Norway, Sweden and the United States",1990,1.0,yes,,,,,,,,,,,,,
Svolik2012-es,BOOK,Cambridge studies in comparative politics: The politics of authoritarian rule,2012-09-17,10.1017/cbo9781139176040,True,True,200,The Politics of Authoritarian Rule,2012,0.62,yes,,,,,,,,,,,,,
Desmond2012-qx,ARTICLE,Disposable ties and the urban poor,2012-03,10.1086/663574,True,True,200,Disposable Ties and the Urban Poor,2012,1.0,yes,,,,,,,,,,,,,
noauthor_undated-gl,ARTICLE,Economic sociology as disequilibrium economics: a contribution to the critique of the new economic sociology,,10.1111/1467-954X.12179,True,True,200,Economic Sociology as Disequilibrium Economics: A Contribution to the Critique of the New Economic Sociology,2014,1.0,,,,,,,,,,,,,,
Bratton2001-ug,ARTICLE,Support for democracy in Africa: Intrinsic or instrumental?,2001,10.1017/s0007123401000175,True,True,200,Support for Democracy in Africa: Intrinsic or Instrumental?,2001,1.0,yes,,,,,,,,,,,,,
Cameron2008-aw,ARTICLE,Bootstrap-based improvements for inference with clustered errors,2008-08,10.1162/rest.90.3.414,True,True,200,Bootstrap-Based Improvements for Inference with Clustered Errors,2008,1.0,yes,,,,,,,,,,,,,
Shin2020-fg,ARTICLE,South Korea's democratic decay,2020,10.1353/jod.2020.0048,True,True,200,South Korea's Democratic Decay,2020,1.0,yes,,,,,,,,,,,,,
Hanifan1916-ei,ARTICLE,The rural school Community Center,1916-09,10.1177/000271621606700118,True,True,200,The Rural School Community Center,1916,1.0,yes,,,,,,,,,,,,,
Lehmann2014-ex,ARTICLE,Habitus transformation and hidden injuries: Successful working-class university students,2014-01,10.1177/0038040713498777,True,True,200,Habitus Transformation and Hidden Injuries,2014,0.66,yes,,,,,,,,,,,,,
Moon2025-pt,ARTICLE,"Explaining mainstream news media use in the context of the COVID-19 pandemic: The roles of partisanship, perceptions of threat, negative emotions, and news media trust",2025-11-02,10.1080/15205436.2024.2366228,True,True,200,"Explaining Mainstream News Media Use in the Context of the COVID-19 Pandemic: The Roles of Partisanship, Perceptions of Threat, Negative Emotions, and News Media Trust",2025,1.0,yes,,,,,,,,,,,,,
Friedman2016-ej,ARTICLE,Habitus clivé and the emotional imprint of social mobility,2016,10.1111/1467-954X.12280,True,True,200,Habitus Clivé and the Emotional Imprint of Social Mobility,2016,1.0,yes,,,,,,,,,,,,,
Stephens2012-mq,ARTICLE,Unseen disadvantage: how American universities' focus on independence undermines the academic performance of first-generation college students,2012-06,10.1037/a0027143,True,True,200,Unseen disadvantage: How American universities' focus on independence undermines the academic performance of first-generation college students.,2012,1.0,yes,,,,,,,,,,,,,
Granovetter1985-kt,ARTICLE,Economic action and social structure: The problem of embeddedness,1985-11,10.1086/228311,True,True,200,Economic Action and Social Structure: The Problem of Embeddedness,1985,1.0,yes,,,,,,,,,,,,,
Granovetter1973-hw,ARTICLE,The strength of weak ties,1973-05,10.1086/225469,True,True,200,The Strength of Weak Ties,1973,1.0,yes,,,,,,,,,,,,,
Portes1998-io,ARTICLE,Social capital: Its origins and applications in modern sociology,1998-08,10.1146/annurev.soc.24.1.1,True,True,200,Social Capital: Its Origins and Applications in Modern Sociology,1998,1.0,yes,,,,,,,,,,,,,
Inglehart1997-gw,BOOK,"Modernization and postmodernization: Cultural, economic, and political change in 43 societies",1997-05-05,10.1515/9780691214429,True,True,200,Modernization and Postmodernization,1997,0.56,yes,,,,,,,,,,,,,
Meyer1997-pk,ARTICLE,World society and the nation‐state,1997-07,10.1086/231174,True,True,200,World Society and the Nation‐State,1997,1.0,yes,,,,,,,,,,,,,
Boltanski2022-jv,BOOK,De la justification: Les économies de la grandeur,2022-02-10,10.3917/gall.theve.2022.01,True,True,200,De la justification,2022,0.58,yes,,,,,,,,,,,,,
Clayton2002-cb,ARTICLE,Language choice in a nation under transition: The struggle between English and French in Cambodia,2002-03,10.1023/a:1014563027881,True,True,200,Language choice in a nation under transition: The struggle between English and French in Cambodia,2002,1.0,yes,,,,,,,,,,,,,
Baez2002-jf,ARTICLE,"Confidentiality in qualitative research: reflections on secrets, power and agency",2002-04,10.1177/1468794102002001638,True,True,200,"Confidentiality in qualitative research: reflections on secrets, power and agency",2002,1.0,yes,,,,,,,,,,,,,
Chu2010-nb,ARTICLE,Solving an Asian Puzzle,2010,10.1353/jod.2010.0009,True,True,200,The Meanings of Democracy: Solving an Asian Puzzle,2010,0.64,yes,,,,,,,,,,,,,
Marcus1995-wa,ARTICLE,Ethnography in/of the world system: The emergence of multi-sited ethnography,1995-10,10.1146/annurev.an.24.100195.000523,True,True,200,Ethnography in/of the World System: The Emergence of Multi-Sited Ethnography,1995,1.0,yes,,,,,,,,,,,,,
Olmos-Vega2022-he,ARTICLE,A practical guide to reflexivity in qualitative research: AMEE Guide No. 149,2022-04-07,10.1080/0142159X.2022.2057287,True,True,200,A practical guide to reflexivity in qualitative research: AMEE Guide No. 149,2023,1.0,no,,,,,,,,,,,,,
Noren-Nilsson2020-ev,ARTICLE,Pathways to leadership within and beyond Cambodian civil society: Elite status and boundary-crossing,2020-09-04,10.17645/pag.v8i3.3020,True,True,200,Pathways to Leadership within and beyond Cambodian Civil Society: Elite Status and Boundary-Crossing,2020,1.0,yes,,,,,,,,,,,,,
Iyengar2012-ff,ARTICLE,"Affect, not ideology",2012-09-01,10.1093/poq/nfs038,True,True,200,"Affect, Not Ideology",2012,1.0,yes,,,,,,,,,,,,,
Anderson2002-cv,ARTICLE,"Winning, losing and political trust in America",2002-04,10.1017/s0007123402000133,True,True,200,"Winning, Losing and Political Trust in America",2002,1.0,yes,,,,,,,,,,,,,
Miller1974-py,ARTICLE,Political issues and trust in government: 1964–1970,1974-09,10.2307/1959140,True,True,200,Political Issues and Trust in Government: 1964–1970,1974,1.0,yes,,,,,,,,,,,,,
Esaiasson2011-po,ARTICLE,Electoral losers revisited – How citizens react to defeat at the ballot box,2011-03,10.1016/j.electstud.2010.09.009,True,True,200,Electoral losers revisited – How citizens react to defeat at the ballot box,2011,1.0,yes,,,,,,,,,,,,,
Anderson2005-uk,BOOK,Losers' consent: Elections and democratic legitimacy. Comparative politics,2005-01-01,10.1093/0199276382.001.0001,True,True,200,Losers' Consent,2005,0.33,yes,,,,,,,,,,,,,
Taber2006-kx,ARTICLE,Motivated skepticism in the evaluation of political beliefs,2006-07,10.1111/j.1540-5907.2006.00214.x,True,True,200,Motivated Skepticism in the Evaluation of Political Beliefs,2006,1.0,yes,,,,,,,,,,,,,
Sardoc2024-jc,BOOK,Handbook of equality of opportunity,2024-07-13,10.1007/978-3-031-55897-9,True,True,200,Handbook of Equality of Opportunity,2024,1.0,yes,,,,,,,,,,,,,
Schedler1998-dl,ARTICLE,What is democratic consolidation?,1998,10.1353/jod.1998.0030,True,True,200,What is Democratic Consolidation?,1998,1.0,yes,,,,,,,,,,,,,
Esaiasson2020-av,ARTICLE,"The moment you decide, you divide: How politicians assess procedural fairness",2020-08,10.1111/1475-6765.12370,True,True,200,"The moment you decide, you divide: How politicians assess procedural fairness",2020,1.0,yes,,,,,,,,,,,,,
Canache2012-fb,ARTICLE,"Citizens’ conceptualizations of democracy: Structural complexity, substantive content, and political significance",2012-09,10.1177/0010414011434009,True,True,200,Citizens’ Conceptualizations of Democracy,2012,0.54,yes,,,,,,,,,,,,,
Linz1996-qs,ARTICLE,Toward consolidated democracies,1996,10.1353/jod.1996.0031,True,True,200,Toward Consolidated Democracies,1996,1.0,yes,,,,,,,,,,,,,
Blais2025-qq,ARTICLE,Losers’ consent in a deliberative assembly,2025-06,10.1017/s0008423924000775,True,True,200,Losers’ Consent in a Deliberative Assembly,2025,1.0,yes,,,,,,,,,,,,,
Kahneman1979-af,ARTICLE,Prospect theory: An analysis of decision under risk,1979-03,10.2307/1914185,True,True,200,Prospect Theory: An Analysis of Decision under Risk,1979,1.0,yes,,,,,,,,,,,,,
Kunda1990-uw,ARTICLE,The case for motivated reasoning,1990,10.1037/0033-2909.108.3.480,True,True,200,The case for motivated reasoning.,1990,1.0,yes,,,,,,,,,,,,,
Young2021-ek,ARTICLE,Organization without revolution: The labour movement and the failure of democratization in Cambodia,2021,10.1355/cs43-2f,True,True,200,Organization without Revolution: The Labour Movement and the Failure of Democratization in Cambodia,2021,1.0,yes,,,,,,,,,,,,,
Beissinger2017-nt,ARTICLE,"""conventional"" and ""virtual"" civil societies in autocratic regimes",2017-04-01,10.5129/001041517820934267,True,True,200,"""Conventional"" and ""Virtual"" Civil Societies in Autocratic Regimes",2017,1.0,yes,,,,,,,,,,,,,
Kojima2012-vc,ARTICLE,"Tai Buddhist Practices in Dehong Prefecture, Yunnan, China (De-institutionalizing Religion in Southeast Asia)",2012-03-30,10.20495/seas.1.3_395,True,False,404,,,,,DOI not found (404),,,,,,,,,,,,
Mauk2022-xx,ARTICLE,Electoral integrity matters: how electoral process conditions the relationship between political losing and political trust,2022-06,10.1007/s11135-020-01050-1,True,True,200,Electoral integrity matters: how electoral process conditions the relationship between political losing and political trust,2022,1.0,yes,,,,,,,,,,,,,
McNamaraa2015-il,ARTICLE,Cambodia: From dependency to sovereignty – emerging national Leadership1,2015,10.14425/00.87.95,True,True,200,Cambodia: From Dependency to Sovereignty – Emerging National Leadership1,2015,1.0,yes,,,,,,,,,,,,,
Duggan1996-zf,ARTICLE,"Education, teacher training and prospects for economic recovery in Cambodia",1996-11,10.1080/03050069628768,True,True,200,"Education, Teacher Training and Prospects for Economic Recovery in Cambodia",1996,1.0,yes,,,,,,,,,,,,,
Emerson2008-dd,ARTICLE,"Birth order, child labor, and school attendance in Brazil",2008-09,10.1016/j.worlddev.2007.09.004,True,True,200,"Birth Order, Child Labor, and School Attendance in Brazil",2008,1.0,yes,,,,,,,,,,,,,
Tsing2023-yu,BOOK,Hongkongers’ fight for freedom: Voices from the 2019 anti-extradition movement,2023-04-20,10.1163/9789004538900,True,True,200,Hongkongers’ Fight for Freedom,2023,0.56,yes,,,,,,,,,,,,,
Blenkitni2023-lf,ARTICLE,The demographic ceiling of changes driven by the Umbrella Movement: Hong Kong vis-à-vis China,2023-11-27,10.1163/27730611-bja10019,True,True,200,The Demographic Ceiling of Changes Driven by the Umbrella Movement,2023,0.85,yes,,,,,,,,,,,,,
Blair2014-xl,ARTICLE,Comparing and combining list and endorsement experiments: Evidence from Afghanistan: List and endorsement experiments,2014-10,10.1111/ajps.12086,True,True,200,Comparing and Combining List and Endorsement Experiments: Evidence from Afghanistan,2014,0.83,yes,,,,,,,,,,,,,
Bullock2011-kw,ARTICLE,Statistical analysis of endorsement experiments: Measuring support for militant groups in Pakistan,2011,10.1093/pan/mpr031,True,True,200,Statistical Analysis of Endorsement Experiments: Measuring Support for Militant Groups in Pakistan,2011,1.0,yes,,,,,,,,,,,,,
Stockmann2011-fi,ARTICLE,Remote control: How the media sustain authoritarian rule in China,2011-04,10.1177/0010414010394773,True,True,200,Remote Control: How the Media Sustain Authoritarian Rule in China,2011,1.0,yes,,,,,,,,,,,,,
Tyler2003-kj,ARTICLE,"Procedural justice, legitimacy, and the effective rule of law",2003-01,10.1086/652233,True,True,200,"Procedural Justice, Legitimacy, and the Effective Rule of Law",2003,1.0,yes,,,,,,,,,,,,,
Easton1975-bg,ARTICLE,A re-assessment of the concept of political support,1975-10,10.1017/s0007123400008309,True,True,200,A Re-assessment of the Concept of Political Support,1975,1.0,yes,,,,,,,,,,,,,
Dalton1984-bt,ARTICLE,Cognitive mobilization and partisan dealignment in advanced industrial democracies,1984-02,10.2307/2130444,True,True,200,Cognitive Mobilization and Partisan Dealignment in Advanced Industrial Democracies,1984,1.0,yes,,,,,,,,,,,,,
Bermeo2016-xj,ARTICLE,On Democratic Backsliding,2016,10.1353/jod.2016.0012,True,True,200,On Democratic Backsliding,2016,1.0,yes,,,,,,,,,,,,,
Blair2012-fa,ARTICLE,Statistical analysis of list experiments,2012,10.1093/pan/mpr048,True,True,200,Statistical Analysis of List Experiments,2012,1.0,yes,,,,,,,,,,,,,
Lee2019-qd,BOOK,Take back our future: An eventful sociology of the Hong Kong umbrella movement,2019-11-15,10.1515/9781501740930,True,True,200,Take Back Our Future,2019,0.41,yes,,,,,,,,,,,,,
Fell2018-sv,INBOOK,Introduction to government and politics in Taiwan,2018-01-22,10.4324/9781315643120-1,True,True,200,Introduction to government and politics in Taiwan,2018,1.0,yes,,,,,,,,,,,,,
Schraff2021-qc,ARTICLE,Political trust during the Covid-19 pandemic: Rally around the flag or lockdown effects?,2021-11,10.1111/1475-6765.12425,True,True,200,Political trust during the Covid‐19 pandemic: Rally around the flag or lockdown effects?,2021,1.0,yes,,,,,,,,,,,,,
Veg2017-ze,ARTICLE,The rise of “localism” and civic identity in post-handover Hong Kong: Questioning the Chinese nation-state,2017-06,10.1017/s0305741017000571,True,True,200,The Rise of “Localism” and Civic Identity in Post-handover Hong Kong: Questioning the Chinese Nation-state,2017,1.0,yes,,,,,,,,,,,,,
Svolik2023-rg,ARTICLE,Voting against autocracy,2023-10,10.1353/wp.2023.a908772,True,True,200,Voting Against Autocracy,2023,1.0,yes,,,,,,,,,,,,,
Luhrmann2019-ow,ARTICLE,A third wave of autocratization is here: what is new about it?,2019-10-03,10.1080/13510347.2019.1582029,True,True,200,A third wave of autocratization is here: what is new about it?,2019,1.0,yes,,,,,,,,,,,,,
Ferrin2016-se,BOOK,How Europeans view and evaluate democracy,2016-03-17,10.1093/acprof:oso/9780198766902.001.0001,True,True,200,How Europeans View and Evaluate Democracy,2016,1.0,yes,,,,,,,,,,,,,
Rich2025-sf,ARTICLE,"When the tables turn: Parties in power, losers’ consent, and institutional trust in Taiwan",2025,10.1177/20578911231225501,True,True,200,"When the tables turn: Parties in power, losers’ consent, and institutional trust in Taiwan",2025,1.0,yes,,,,,,,,,,,,,
Rosenthal2018-hs,BOOK,Interpretive social research: An introduction,2018-11,10.17875/gup2018-1103,True,True,200,Interpretive Social Research,2018,0.78,yes,,,,,,,,,,,,,
Chamberlayne2002-rz,BOOK,The turn to biographical methods in social science: Comparative issues and examples,2002-09-11,10.4324/9780203466049,True,True,200,The Turn to Biographical Methods in Social Science,2002,0.76,yes,,,,,,,,,,,,,
Yang2023-dd,ARTICLE,The differential impact of the Hong Kong national security law on political sensitivity bias in local opinion polls,2023,10.2139/ssrn.4499460,True,True,200,The Differential Impact of the Hong Kong National Security Law on Political Sensitivity Bias in Local Opinion Polls,2023,1.0,yes,,,,,,,,,,,,,
Shamaileh2025-hh,ARTICLE,On the measurement of preference falsification using nonresponse rates,2025-04,10.1017/psrm.2024.29,True,True,200,On the measurement of preference falsification using nonresponse rates,2025,1.0,yes,,,,,,,,,,,,,
Kirsch2019-vu,ARTICLE,Democracy misunderstood: Authoritarian notions of democracy around the globe,2019-09-01,10.1093/sf/soy114,True,True,200,Democracy Misunderstood: Authoritarian Notions of Democracy around the Globe,2019,1.0,yes,,,,,,,,,,,,,
Ortmann2024-kz,ARTICLE,The transformation of political culture in Hong Kong: Tracing the decline of protest space,2024-08-12,10.1080/00927678.2024.2388940,True,True,200,The transformation of political culture in Hong Kong: Tracing the decline of protest space,2024,1.0,yes,,,,,,,,,,,,,
Tang2024-pu,ARTICLE,"The road to electoral authoritarianism: Tracing three phases of state-society contention in post-colonial Hong Kong, 2003–2020",2024-03-14,10.1080/00472336.2022.2159856,True,True,200,"The Road to Electoral Authoritarianism: Tracing Three Phases of State-Society Contention in Post-Colonial Hong Kong, 2003–2020",2024,1.0,yes,,,,,,,,,,,,,
Kobayashi2022-ih,ARTICLE,Political sensitivity bias in autocratizing Hong Kong,2022-12-01,10.1093/ijpor/edac028,True,True,200,Political sensitivity bias in autocratizing Hong Kong,2022,1.0,yes,,,,,,,,,,,,,
Kreuter2008-gm,ARTICLE,"Social desirability bias in CATI, IVR, and web surveys: The effects of mode and question sensitivity",2008-12-01,10.1093/poq/nfn063,True,True,200,"Social Desirability Bias in CATI, IVR, and Web Surveys: The Effects of Mode and Question Sensitivity",2008,1.0,yes,,,,,,,,,,,,,
Heerwegh2009-tp,ARTICLE,Mode differences between face-to-face and web surveys: An experimental investigation of data quality and social desirability effects,2009-03-01,10.1093/ijpor/edn054,True,True,200,Mode Differences Between Face-to-Face and Web Surveys: An Experimental Investigation of Data Quality and Social Desirability Effects,2009,1.0,yes,,,,,,,,,,,,,
Brodocz2008-bt,BOOK,Bedrohungen Der Demokratie,2008-09-29,10.1007/978-3-531-91156-4,True,True,200,Bedrohungen der Demokratie,2009,1.0,no,,,,,,,,,,,,,
Mattingly2022-fa,ARTICLE,How soft propaganda persuades,2022-08,10.1177/00104140211047403,True,True,200,How Soft Propaganda Persuades,2022,1.0,yes,,,,,,,,,,,,,
Bush2015-cw,BOOK,The taming of democracy assistance: Why democracy promotion does not confront dictators,2015-04-30,10.1017/cbo9781107706934,True,True,200,The Taming of Democracy Assistance,2015,0.57,yes,,,,,,,,,,,,,
Huang2024-zz,ARTICLE,Political trust and public support for propaganda in China,2024-01,10.1177/20531680231225308,True,True,200,Political trust and public support for propaganda in China,2024,1.0,yes,,,,,,,,,,,,,
Ricks2025-il,ARTICLE,Voting for winners and losers in a hybrid regime: How Thailand's 2023 election shaped voter opinion,2025-08,10.1177/18681034251341319,True,True,200,Voting for Winners and Losers in a Hybrid Regime: How Thailand's 2023 Election Shaped Voter Opinion,2025,1.0,yes,,,,,,,,,,,,,
Takenaka2014-vz,BOOK,Failed democratization in prewar japan: Breakdown of a hybrid regime,2014-08-20,10.11126/stanford/9780804763417.001.0001,True,True,200,Failed Democratization in Prewar Japan,2014,0.72,yes,,,,,,,,,,,,,
Croissant2013-ly,BOOK,Democratization and civilian control in Asia,2013-01-29,10.1057/9781137319272,True,True,200,Democratization and Civilian Control in Asia,2013,1.0,yes,,,,,,,,,,,,,
